state_name,city,county_name,hospital_name,medical_expenditures,unique_patients,fy,yr_q,bptw,ojs,swo,rmoaagptw,ipm,opm,npcacw30dfpd,nscacw30dfpd,nmhacw30dfpd,eff
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY16_Q1,67.696,3.825,3.645,3.958,85.27,86.326,99.599,98.053,99.033,88.283
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY16_Q1,67.696,3.825,3.645,3.958,85.27,86.326,99.599,98.053,99.033,88.283
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY16_Q2,67.696,3.825,3.645,3.958,84.749,86.854,99.604,94.235,98.824,88.283
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY16_Q2,67.696,3.825,3.645,3.958,84.749,86.854,99.604,94.235,98.824,88.283
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY16_Q2,67.696,3.825,3.645,3.958,84.749,86.854,99.604,94.235,98.824,88.283
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY16_Q3,67.696,3.825,3.645,3.958,82.518,87.07,98.766,89.222,98.606,88.283
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY16_Q3,67.696,3.825,3.645,3.958,82.518,87.07,98.766,89.222,98.606,88.283
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY16_Q3,67.696,3.825,3.645,3.958,82.518,87.07,98.766,89.222,98.606,88.283
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY16_Q4,68.062,3.861,3.697,3.911,73.358,86.968,97.891,84.764,98.729,88.283
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY16_Q4,68.062,3.861,3.697,3.911,73.358,86.968,97.891,84.764,98.729,88.283
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY16_Q4,68.062,3.861,3.697,3.911,73.358,86.968,97.891,84.764,98.729,88.283
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY17_Q1,68.062,3.861,3.697,3.911,70.226,87.139,97.941,83.618,98.661,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY17_Q1,68.062,3.861,3.697,3.911,70.226,87.139,97.941,83.618,98.661,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY17_Q1,68.062,3.861,3.697,3.911,70.226,87.139,97.941,83.618,98.661,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY17_Q2,68.062,3.861,3.697,3.911,69.664,86.774,97.755,85.75,98.052,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY17_Q2,68.062,3.861,3.697,3.911,69.664,86.774,97.755,85.75,98.052,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY17_Q2,68.062,3.861,3.697,3.911,69.664,86.774,97.755,85.75,98.052,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY17_Q3,68.062,3.861,3.697,3.911,65.287,86.82,97.215,87.941,97.181,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY17_Q3,68.062,3.861,3.697,3.911,65.287,86.82,97.215,87.941,97.181,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY17_Q3,68.062,3.861,3.697,3.911,65.287,86.82,97.215,87.941,97.181,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY17_Q4,68.809,3.902,3.71,3.841,59.534,83.305,89.048,82.87,91.367,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY17_Q4,68.809,3.902,3.71,3.841,59.534,83.305,89.048,82.87,91.367,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY17_Q4,68.809,3.902,3.71,3.841,59.534,83.305,89.048,82.87,91.367,96.292
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY18_Q1,68.809,3.902,3.71,3.841,55.937,83.1065,81.885,78.704,91.378,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY18_Q1,68.809,3.902,3.71,3.841,55.937,83.1065,81.885,78.704,91.378,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY18_Q1,68.809,3.902,3.71,3.841,55.937,83.1065,81.885,78.704,91.378,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY18_Q2,68.809,3.902,3.71,3.841,52.291,82.893,73.08,73.502,92.802,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY18_Q2,68.809,3.902,3.71,3.841,52.291,82.893,73.08,73.502,92.802,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY18_Q2,68.809,3.902,3.71,3.841,52.291,82.893,73.08,73.502,92.802,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY18_Q3,71.225,3.887,3.717,3.978,57.607,83.102,74.721,70.038,92.24,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY18_Q3,71.225,3.887,3.717,3.978,57.607,83.102,74.721,70.038,92.24,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY18_Q3,71.225,3.887,3.717,3.978,57.607,83.102,74.721,70.038,92.24,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY18_Q4,71.225,3.887,3.717,3.978,65.719,81.752,75.566,69.794,92.675,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY18_Q4,71.225,3.887,3.717,3.978,65.719,81.752,75.566,69.794,92.675,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY18_Q4,71.225,3.887,3.717,3.978,65.719,81.752,75.566,69.794,92.675,94.726
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY19_Q1,71.225,3.887,3.717,3.978,77.58,83.482,75,70.684,92.797,94.03
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY19_Q1,71.225,3.887,3.717,3.978,77.58,83.482,75,70.684,92.797,94.03
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY19_Q1,71.225,3.887,3.717,3.978,77.58,83.482,75,70.684,92.797,94.03
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY19_Q2,71.225,3.887,3.717,3.978,89.837,83.858,82.38,71.384,92.129,94.03
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY19_Q2,71.225,3.887,3.717,3.978,89.837,83.858,82.38,71.384,92.129,94.03
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY19_Q2,71.225,3.887,3.717,3.978,89.837,83.858,82.38,71.384,92.129,94.03
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,87061,5302,2018,FY19_Q3,68.272,3.96,3.764,4.007,95.626,83.8445,82.74,71.571,94.937,94.03
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,502617,26979,2020,FY19_Q3,68.272,3.96,3.764,4.007,95.626,83.8445,82.74,71.571,94.937,94.03
Alabama,Tuscaloosa,TUSCALOOSA,TUSCALOOSA VETERANS AFFAIRS MEDICAL CENTER,449798,27543,2019,FY19_Q3,68.272,3.96,3.764,4.007,95.626,83.8445,82.74,71.571,94.937,94.03
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY15_Q1,53.112,3.424,3.238,3.502,96.721,90.264,100,84.317,99.88,93.681
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY15_Q1,53.112,3.424,3.238,3.502,96.721,90.264,100,84.317,99.88,93.681
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY15_Q1,53.112,3.424,3.238,3.502,96.721,90.264,100,84.317,99.88,93.681
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY15_Q2,54.151,3.424,3.238,3.502,96.945,90.156,99.971,86.267,99.883,96.239
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY15_Q2,54.151,3.424,3.238,3.502,96.945,90.156,99.971,86.267,99.883,96.239
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY15_Q2,54.151,3.424,3.238,3.502,96.945,90.156,99.971,86.267,99.883,96.239
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY15_Q3,54.151,3.424,3.238,3.502,97.859,90.566,99.97,86.46,99.887,96.239
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY15_Q3,54.151,3.424,3.238,3.502,97.859,90.566,99.97,86.46,99.887,96.239
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY15_Q3,54.151,3.424,3.238,3.502,97.859,90.566,99.97,86.46,99.887,96.239
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY15_Q4,62.618,3.723,3.535,3.8,80.283,88.984,99.97,88.744,99.885,96.239
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY15_Q4,62.618,3.723,3.535,3.8,80.283,88.984,99.97,88.744,99.885,96.239
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY15_Q4,62.618,3.723,3.535,3.8,80.283,88.984,99.97,88.744,99.885,96.239
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY16_Q1,62.618,3.723,3.535,3.8,74.361,89.572,99.97,90.432,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY16_Q1,62.618,3.723,3.535,3.8,74.361,89.572,99.97,90.432,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY16_Q1,62.618,3.723,3.535,3.8,74.361,89.572,99.97,90.432,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY16_Q2,62.618,3.723,3.535,3.8,67.563,88.918,100,91.045,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY16_Q2,62.618,3.723,3.535,3.8,67.563,88.918,100,91.045,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY16_Q2,62.618,3.723,3.535,3.8,67.563,88.918,100,91.045,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY16_Q3,62.618,3.723,3.535,3.8,59.208,88.585,100,91.671,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY16_Q3,62.618,3.723,3.535,3.8,59.208,88.585,100,91.671,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY16_Q3,62.618,3.723,3.535,3.8,59.208,88.585,100,91.671,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY16_Q4,66.777,3.844,3.68,3.818,63.529,87.986,100,91.447,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY16_Q4,66.777,3.844,3.68,3.818,63.529,87.986,100,91.447,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY16_Q4,66.777,3.844,3.68,3.818,63.529,87.986,100,91.447,100,94.943
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY17_Q1,66.777,3.844,3.68,3.818,67.92,87.306,100,90.1,100,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY17_Q1,66.777,3.844,3.68,3.818,67.92,87.306,100,90.1,100,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY17_Q1,66.777,3.844,3.68,3.818,67.92,87.306,100,90.1,100,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY17_Q2,66.777,3.844,3.68,3.818,73.46,86.641,100,87.598,100,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY17_Q2,66.777,3.844,3.68,3.818,73.46,86.641,100,87.598,100,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY17_Q2,66.777,3.844,3.68,3.818,73.46,86.641,100,87.598,100,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY17_Q3,66.777,3.844,3.68,3.818,77.876,86.441,100,84.917,100,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY17_Q3,66.777,3.844,3.68,3.818,77.876,86.441,100,84.917,100,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY17_Q3,66.777,3.844,3.68,3.818,77.876,86.441,100,84.917,100,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY17_Q4,65.901,3.853,3.702,3.845,81.076,84.3755,98.361,77.345,92.308,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY17_Q4,65.901,3.853,3.702,3.845,81.076,84.3755,98.361,77.345,92.308,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY17_Q4,65.901,3.853,3.702,3.845,81.076,84.3755,98.361,77.345,92.308,96.242
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY18_Q1,65.901,3.853,3.702,3.845,80.369,84.946,98.393,77.598,92.634,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY18_Q1,65.901,3.853,3.702,3.845,80.369,84.946,98.393,77.598,92.634,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY18_Q1,65.901,3.853,3.702,3.845,80.369,84.946,98.393,77.598,92.634,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY18_Q2,65.901,3.853,3.702,3.845,79.829,85.3305,97.966,77.999,91.027,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY18_Q2,65.901,3.853,3.702,3.845,79.829,85.3305,97.966,77.999,91.027,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY18_Q2,65.901,3.853,3.702,3.845,79.829,85.3305,97.966,77.999,91.027,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY18_Q3,68.562,3.892,3.718,3.901,80.157,85.032,96.939,79.578,91.304,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY18_Q3,68.562,3.892,3.718,3.901,80.157,85.032,96.939,79.578,91.304,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY18_Q3,68.562,3.892,3.718,3.901,80.157,85.032,96.939,79.578,91.304,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY18_Q4,68.562,3.892,3.718,3.901,78.53,84.652,96.453,82.31,93.227,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY18_Q4,68.562,3.892,3.718,3.901,78.53,84.652,96.453,82.31,93.227,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY18_Q4,68.562,3.892,3.718,3.901,78.53,84.652,96.453,82.31,93.227,96.366
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY19_Q1,68.562,3.892,3.718,3.901,78.433,84.5,95.391,82.684,94.378,93.594
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY19_Q1,68.562,3.892,3.718,3.901,78.433,84.5,95.391,82.684,94.378,93.594
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,3847202,229782,2019,FY19_Q1,68.562,3.892,3.718,3.901,78.433,84.5,95.391,82.684,94.378,93.594
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,313739,13795,2018,FY19_Q2,68.562,3.892,3.718,3.901,82.985,84.404,93.674,82.326,96.339,93.594
California,Fresno,FRESNO,FRESNO VETERANS AFFAIRS CENTRAL CALIFORNIA HEALTH CARE SYSTEM VETERANS AFFAIRS MEDICAL CENTER,4233155,226787,2020,FY19_Q2,68.562,3.892,3.718,3.901,82.985,84.404,93.674,82.326,96.339,93.594
